Log file open, 12/09/22 15:27:18
[2022.12.09-20.27.19:822][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_MultiClient'
[2022.12.09-20.27.19:849][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLens'
[2022.12.09-20.27.19:849][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLensClient'
[2022.12.09-20.27.19:856][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOS'
[2022.12.09-20.27.19:856][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOSClient'
[2022.12.09-20.27.19:861][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Linux'
[2022.12.09-20.27.19:861][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxEditor'
[2022.12.09-20.27.19:861][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxServer'
[2022.12.09-20.27.19:861][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxClient'
[2022.12.09-20.27.19:865][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64'
[2022.12.09-20.27.19:865][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Server'
[2022.12.09-20.27.19:865][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Client'
[2022.12.09-20.27.19:869][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOS'
[2022.12.09-20.27.19:869][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOSClient'
[2022.12.09-20.27.19:882][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Windows'
[2022.12.09-20.27.19:882][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsEditor'
[2022.12.09-20.27.19:882][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsServer'
[2022.12.09-20.27.19:882][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsClient'
[2022.12.09-20.27.19:882][  0]LogTargetPlatformManager: Display: Building Assets For WindowsEditor
[2022.12.09-20.27.19:882][  0]LogTargetPlatformManager: Unable to find audio format BINKA from hinted modules, loading all potential format modules to find it
[2022.12.09-20.27.19:887][  0]LogTargetPlatformManager: Loaded format module AudioFormatADPCM
[2022.12.09-20.27.19:887][  0]LogTargetPlatformManager:   ADPCM
[2022.12.09-20.27.19:887][  0]LogTargetPlatformManager:   PCM
[2022.12.09-20.27.19:891][  0]LogTargetPlatformManager: Loaded format module AudioFormatBink
[2022.12.09-20.27.19:891][  0]LogTargetPlatformManager:   BINKA
[2022.12.09-20.27.19:900][  0]LogAudioDebug: Display: Lib vorbis DLL was dynamically loaded.
[2022.12.09-20.27.19:901][  0]LogTargetPlatformManager: Loaded format module AudioFormatOgg
[2022.12.09-20.27.19:901][  0]LogTargetPlatformManager:   OGG
[2022.12.09-20.27.19:904][  0]LogTargetPlatformManager: Loaded format module AudioFormatOpus
[2022.12.09-20.27.19:904][  0]LogTargetPlatformManager:   OPUS
[2022.12.09-20.27.19:945][  0]LogTargetPlatformManager: Unable to find shader format SF_METAL from hinted modules, loading all potential format modules to find it
[2022.12.09-20.27.19:953][  0]LogTargetPlatformManager: Loaded format module MetalShaderFormat
[2022.12.09-20.27.19:953][  0]LogTargetPlatformManager:   SF_METAL
[2022.12.09-20.27.19:953][  0]LogTargetPlatformManager:   SF_METAL_MRT
[2022.12.09-20.27.19:953][  0]LogTargetPlatformManager:   SF_METAL_TVOS
[2022.12.09-20.27.19:953][  0]LogTargetPlatformManager:   SF_METAL_MRT_TVOS
[2022.12.09-20.27.19:953][  0]LogTargetPlatformManager:   SF_METAL_SM5
[2022.12.09-20.27.19:953][  0]LogTargetPlatformManager:   SF_METAL_MACES3_1
[2022.12.09-20.27.19:953][  0]LogTargetPlatformManager:   SF_METAL_MRT_MAC
[2022.12.09-20.27.19:953][  0]LogTargetPlatformManager: Loaded format module ShaderFormatD3D
[2022.12.09-20.27.19:953][  0]LogTargetPlatformManager:   PCD3D_SM6
[2022.12.09-20.27.19:953][  0]LogTargetPlatformManager:   PCD3D_SM5
[2022.12.09-20.27.19:953][  0]LogTargetPlatformManager:   PCD3D_ES31
[2022.12.09-20.27.19:953][  0]LogTargetPlatformManager:   D3D_ES3_1_HOLOLENS
[2022.12.09-20.27.19:953][  0]LogTargetPlatformManager: Loaded format module ShaderFormatOpenGL
[2022.12.09-20.27.19:953][  0]LogTargetPlatformManager:   GLSL_150_ES31
[2022.12.09-20.27.19:953][  0]LogTargetPlatformManager:   GLSL_ES3_1_ANDROID
[2022.12.09-20.27.19:961][  0]LogTargetPlatformManager: Loaded format module ShaderFormatVectorVM
[2022.12.09-20.27.19:961][  0]LogTargetPlatformManager:   VVM_1_0
[2022.12.09-20.27.19:961][  0]LogTargetPlatformManager: Loaded format module VulkanShaderFormat
[2022.12.09-20.27.19:962][  0]LogTargetPlatformManager:   SF_VULKAN_SM5
[2022.12.09-20.27.19:962][  0]LogTargetPlatformManager:   SF_VULKAN_ES31_ANDROID
[2022.12.09-20.27.19:962][  0]LogTargetPlatformManager:   SF_VULKAN_ES31
[2022.12.09-20.27.19:962][  0]LogTargetPlatformManager:   SF_VULKAN_SM5_ANDROID
[2022.12.09-20.27.19:962][  0]LogRendererCore: Ray tracing is disabled. Reason: disabled through project setting (r.RayTracing=0).
[2022.12.09-20.27.19:965][  0]LogDerivedDataCache: FDerivedDataBackendGraph: Pak pak cache file ../../../../../../Users/isaac/OneDrive/Documents/Unreal Projects/MyProject/DerivedDataCache/DDC.ddp not found, will not use a pak cache.
[2022.12.09-20.27.19:965][  0]LogDerivedDataCache: Unable to find inner node Pak for hierarchy Hierarchy.
[2022.12.09-20.27.19:965][  0]LogDerivedDataCache: FDerivedDataBackendGraph: CompressedPak pak cache file ../../../../../../Users/isaac/OneDrive/Documents/Unreal Projects/MyProject/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2022.12.09-20.27.19:965][  0]LogDerivedDataCache: Unable to find inner node CompressedPak for hierarchy Hierarchy.
[2022.12.09-20.27.19:987][  0]LogDerivedDataCache: Display: ../../../Engine/DerivedDataCache/Compressed.ddp: Opened pak cache for reading. (1433 MiB)
[2022.12.09-20.27.19:987][  0]LogDerivedDataCache: FDerivedDataBackendGraph: EnterprisePak pak cache file ../../../Enterprise/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2022.12.09-20.27.19:987][  0]LogDerivedDataCache: Unable to find inner node EnterprisePak for hierarchy Hierarchy.
[2022.12.09-20.27.19:997][  0]LogDerivedDataCache: Speed tests for C:/Users/isaac/AppData/Local/UnrealEngine/Common/DerivedDataCache took 0.01 seconds
[2022.12.09-20.27.19:997][  0]LogDerivedDataCache: Display: Performance to C:/Users/isaac/AppData/Local/UnrealEngine/Common/DerivedDataCache: Latency=0.04ms. RandomReadSpeed=302.38MBs, RandomWriteSpeed=148.29MBs. Assigned SpeedClass 'Local'
[2022.12.09-20.27.19:997][  0]LogDerivedDataCache: Using Local data cache path C:/Users/isaac/AppData/Local/UnrealEngine/Common/DerivedDataCache: Writable
[2022.12.09-20.27.19:998][  0]LogDerivedDataCache: Shared data cache path not found in *engine.ini, will not use an Shared cache.
[2022.12.09-20.27.19:998][  0]LogDerivedDataCache: Unable to find inner node Shared for hierarchy Hierarchy.
[2022.12.09-20.27.19:998][  0]LogVirtualization: Display: VirtualizationSystem name found in ini file: None
[2022.12.09-20.27.19:998][  0]LogVirtualization: Display: FNullVirtualizationSystem mounted, virtualization will be disabled
[2022.12.09-20.27.19:998][  0]LogShaderCompilers: Guid format shader working directory is -29 characters bigger than the processId version (../../../../../../Users/isaac/OneDrive/Documents/Unreal Projects/MyProject/Intermediate/Shaders/WorkingDirectory/32544/).
[2022.12.09-20.27.19:998][  0]LogShaderCompilers: Cleaned the shader compiler working directory 'C:/Users/isaac/AppData/Local/Temp/UnrealShaderWorkingDir/988744794917EB4F1D4DBEAB1A2AF41C/'.
[2022.12.09-20.27.20:011][  0]LogXGEController: Display: Initialized XGE controller. XGE tasks will not be spawned on this machine.
[2022.12.09-20.27.20:011][  0]LogShaderCompilers: Display: Using XGE Controller for Shader Compilation.
[2022.12.09-20.27.20:873][  0]LogTurnkeySupport: Completed SDK detection: ExitCode = 0
[2022.12.09-20.27.21:175][  0]LogShaderCompilers: Display: Compiling shader autogen file: ../../../../../../Users/isaac/OneDrive/Documents/Unreal Projects/MyProject/Intermediate/ShaderAutogen/PCD3D_SM6/AutogenShaderHeaders.ush
[2022.12.09-20.27.21:176][  0]LogShaderCompilers: Display: Failed to delete old shader autogen file: ../../../../../../Users/isaac/OneDrive/Documents/Unreal Projects/MyProject/Intermediate/ShaderAutogen/PCD3D_SM6/AutogenShaderHeaders.ush
[2022.12.09-20.27.21:176][  0]LogShaderCompilers: Display: Shader autogen file written: ../../../../../../Users/isaac/OneDrive/Documents/Unreal Projects/MyProject/Intermediate/ShaderAutogen/PCD3D_SM6/AutogenShaderHeaders.ush
[2022.12.09-20.27.21:647][  0]LogInit: FStereoShaderAspects: --- StereoAspects begin ---
[2022.12.09-20.27.21:647][  0]LogInit: FStereoShaderAspects: Platform=PCD3D_SM6 (49)
[2022.12.09-20.27.21:647][  0]LogInit: FStereoShaderAspects: bInstancedStereo = 0
[2022.12.09-20.27.21:647][  0]LogInit: FStereoShaderAspects: bMobilePlatform = 0
[2022.12.09-20.27.21:647][  0]LogInit: FStereoShaderAspects: bMobilePostprocessing = 1
[2022.12.09-20.27.21:647][  0]LogInit: FStereoShaderAspects: bMobileMultiView = 0
[2022.12.09-20.27.21:647][  0]LogInit: FStereoShaderAspects: bMultiViewportCapable = 1
[2022.12.09-20.27.21:647][  0]LogInit: FStereoShaderAspects: bInstancedStereoNative = 0
[2022.12.09-20.27.21:647][  0]LogInit: FStereoShaderAspects: ---
[2022.12.09-20.27.21:647][  0]LogInit: FStereoShaderAspects: bMobileMultiViewCoreSupport = 0
[2022.12.09-20.27.21:647][  0]LogInit: FStereoShaderAspects: bMobileMultiViewNative = 0
[2022.12.09-20.27.21:647][  0]LogInit: FStereoShaderAspects: bMobileMultiViewFallback = 0
[2022.12.09-20.27.21:647][  0]LogInit: FStereoShaderAspects: ---
[2022.12.09-20.27.21:647][  0]LogInit: FStereoShaderAspects: bInstancedMultiViewportEnabled = 0
[2022.12.09-20.27.21:647][  0]LogInit: FStereoShaderAspects: bInstancedStereoEnabled = 0
[2022.12.09-20.27.21:647][  0]LogInit: FStereoShaderAspects: bMobileMultiViewEnabled = 0
[2022.12.09-20.27.21:647][  0]LogInit: FStereoShaderAspects: --- StereoAspects end ---
[2022.12.09-20.27.21:824][  0]LogSlate: Using FreeType 2.10.0
[2022.12.09-20.27.21:825][  0]LogSlate: SlateFontServices - WITH_FREETYPE: 1, WITH_HARFBUZZ: 1
[2022.12.09-20.27.21:877][  0]LogAssetRegistry: FAssetRegistry took 0.0216 seconds to start up
[2022.12.09-20.27.21:885][  0]LogEditorDomain: Display: EditorDomain is Disabled
[2022.12.09-20.27.22:213][  0]LogTexture: Display: Texture Encode Speed: FinalIfAvailable (editor).
[2022.12.09-20.27.22:828][  0]LogInit: Selected Device Profile: [WindowsEditor]
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: Available device profiles:
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103591600][00000AC0FAE5D800 52] GlobalDefaults, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103593200][00000AC0FBC40000 52] Windows, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103593400][00000AC0FBC42800 52] WindowsEditor, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103592C00][00000AC0EAEC0000 52] WindowsServer, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103593600][00000AC0FDB8C800 52] WindowsClient, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103592800][00000AC0FAFB2800 52] IOS, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103593800][00000AC0FBC45000 52] iPadAir2, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103590E00][00000AC1037A0000 52] IPadPro, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103591400][00000AC1037A2800 52] iPadAir3, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103593000][00000AC1037A7800 52] iPadAir4, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103591A00][00000AC1037AA000 52] iPadAir5, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103591000][00000AC1037AC800 52] iPadMini4, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103593A00][00000AC0FAFB7800 52] iPadMini5, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103592A00][00000AC1037A5000 52] iPadMini6, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103595E00][00000AC103775000 52] iPhone6S, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103595A00][00000AC103772800 52] iPhone7, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103595800][00000AC103770000 52] iPodTouch7, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103594A00][00000AC10377A000 52] iPhone6SPlus, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103595400][00000AC10377C800 52] iPhone7Plus, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103592400][00000AC0FE6AC800 52] iPhoneSE, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103592200][00000AC103780000 52] iPhone8, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103594200][00000AC103785000 52] iPhone8Plus, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103594600][00000AC103787800 52] iPhoneX, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103594400][00000AC10378A000 52] iPhoneXS, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103591200][00000AC10378C800 52] iPhoneXSMax, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103595000][00000AC103777800 52] iPhoneXR, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103593C00][00000AC1037C0000 52] iPhone11, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103590A00][00000AC1037C5000 52] iPhone11Pro, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103591C00][00000AC1037C7800 52] iPhone11ProMax, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103592E00][00000AC1037CA000 52] iPhoneSE2, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103593E00][00000AC1037CC800 52] iPhone12Mini, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103595200][00000AC103782800 52] iPhone12, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103596000][00000AC1037D0000 52] iPhone12Pro, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103595C00][00000AC1037D5000 52] iPhone12ProMax, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103595600][00000AC1037D7800 52] iPhone13Mini, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103596400][00000AC1037DA000 52] iPhone13, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103594000][00000AC1037DC800 52] iPhone13Pro, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103591800][00000AC1037C2800 52] iPhone13ProMax, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103594800][00000AC1037E0000 52] iPhoneSE3, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103596A00][00000AC1037E5000 52] iPhone14, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103597000][00000AC1037E7800 52] iPhone14Plus, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103596600][00000AC1037EA000 52] iPhone14Pro, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103596800][00000AC1037EC800 52] iPhone14ProMax, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103597200][00000AC1037D2800 52] iPadPro105, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103592600][00000AC1037F0000 52] iPadPro129, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103594C00][00000AC1037F5000 52] iPadPro97, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103597E00][00000AC1037F7800 52] iPadPro2_129, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103597C00][00000AC1037FA000 52] iPad5, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103598000][00000AC1037FC800 52] iPad6, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103596C00][00000AC1037E2800 52] iPad7, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103594E00][00000AC104020000 52] iPad8, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103598200][00000AC104025000 52] iPad9, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103596E00][00000AC104027800 52] iPad10, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103597400][00000AC10402A000 52] iPadPro11, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103597800][00000AC10402C800 52] iPadPro2_11, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103598A00][00000AC1037F2800 52] iPadPro3_11, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103599000][00000AC104030000 52] iPadPro4_11, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103596200][00000AC104035000 52] iPadPro3_129, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103598800][00000AC104037800 52] iPadPro4_129, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103599200][00000AC10403A000 52] iPadPro5_129, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103597600][00000AC10403C800 52] iPadPro6_129, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103597A00][00000AC104022800 52] AppleTV, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103598E00][00000AC104040000 52] AppleTV4K, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103599A00][00000AC104045000 52] AppleTV2_4K, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC10359A000][00000AC104047800 52] TVOS, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC10359B200][00000AC10404C800 52] Mac, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC10359B400][00000AC10404A000 52] MacEditor, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103599E00][00000AC104032800 52] MacClient, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC10359B600][00000AC104050000 52] MacServer, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC10359AA00][00000AC104057800 52] Linux, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC10359A800][00000AC104055000 52] LinuxEditor, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103599400][00000AC10405A000 52] LinuxArm64Editor, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC10359BC00][00000AC10405C800 52] LinuxArm64, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103598400][00000AC104042800 52] LinuxClient, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC10359A600][00000AC104060000 52] LinuxArm64Client, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103599800][00000AC104065000 52] LinuxServer, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC10359BA00][00000AC104067800 52] LinuxArm64Server, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC10359AC00][00000AC10406A000 52] Android, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC10359A200][00000AC10406C800 52] Android_Preview_OpenGL, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103599C00][00000AC104052800 52] Android_Preview_Vulkan, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC10359C000][00000AC104070000 52] Android_Low, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC10359B800][00000AC104075000 52] Android_Mid, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC10359AE00][00000AC104077800 52] Android_High, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC10359C200][00000AC10407A000 52] Android_Default, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103598600][00000AC10407C800 52] Android_Adreno4xx, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC10359B000][00000AC104062800 52] Android_Adreno5xx_Low, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC10359CE00][00000AC104080000 52] Android_Adreno5xx, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC10359CC00][00000AC104085000 52] Android_Adreno6xx, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC10359D000][00000AC104087800 52] Android_Adreno6xx_Vulkan, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC10359C600][00000AC10408A000 52] Android_Adreno7xx, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC10359CA00][00000AC10408C800 52] Android_Adreno7xx_Vulkan, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC10359D400][00000AC104072800 52] Android_Mali_T6xx, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC103598C00][00000AC104090000 52] Android_Mali_T7xx, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC10359C400][00000AC104095000 52] Android_Mali_T8xx, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC10359C800][00000AC104097800 52] Android_Mali_G71, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC10359DA00][00000AC10409A000 52] Android_Mali_G72, 
[2022.12.09-20.27.22:828][  0]LogDeviceProfileManager: 	[00000AC10359E000][00000AC10409C800 52] Android_Mali_G72_Vulkan, 
[2022.12.09-20.27.22:829][  0]LogDeviceProfileManager: 	[00000AC10359D600][00000AC104082800 52] Android_Mali_G76, 
[2022.12.09-20.27.22:829][  0]LogDeviceProfileManager: 	[00000AC10359D800][00000AC1040A0000 52] Android_Mali_G76_Vulkan, 
[2022.12.09-20.27.22:829][  0]LogDeviceProfileManager: 	[00000AC10359E200][00000AC1040A5000 52] Android_Mali_G77, 
[2022.12.09-20.27.22:829][  0]LogDeviceProfileManager: 	[00000AC10359BE00][00000AC1040A7800 52] Android_Mali_G77_Vulkan, 
[2022.12.09-20.27.22:829][  0]LogDeviceProfileManager: 	[00000AC103599600][00000AC1040AA000 52] Android_Mali_G78, 
[2022.12.09-20.27.22:829][  0]LogDeviceProfileManager: 	[00000AC10359EE00][00000AC1040AC800 52] Android_Mali_G78_Vulkan, 
[2022.12.09-20.27.22:829][  0]LogDeviceProfileManager: 	[00000AC10359EC00][00000AC104092800 52] Android_Mali_G710, 
[2022.12.09-20.27.22:829][  0]LogDeviceProfileManager: 	[00000AC10359F000][00000AC1040B0000 52] Android_Mali_G710_Vulkan, 
[2022.12.09-20.27.22:829][  0]LogDeviceProfileManager: 	[00000AC10359DC00][00000AC1040B5000 52] Android_Xclipse_920, 
[2022.12.09-20.27.22:829][  0]LogDeviceProfileManager: 	[00000AC10359A400][00000AC1040B7800 52] Android_Xclipse_920_Vulkan, 
[2022.12.09-20.27.22:829][  0]LogDeviceProfileManager: 	[00000AC10359F200][00000AC1040BA000 52] Android_Vulkan_SM5, 
[2022.12.09-20.27.22:829][  0]LogDeviceProfileManager: 	[00000AC10359DE00][00000AC1040BC800 52] Android_PowerVR_G6xxx, 
[2022.12.09-20.27.22:829][  0]LogDeviceProfileManager: 	[00000AC10359E400][00000AC1040A2800 52] Android_PowerVR_GT7xxx, 
[2022.12.09-20.27.22:829][  0]LogDeviceProfileManager: 	[00000AC10359E800][00000AC1040C0000 52] Android_PowerVR_GE8xxx, 
[2022.12.09-20.27.22:829][  0]LogDeviceProfileManager: 	[00000AC102F3F200][00000AC1040C5000 52] Android_PowerVR_GM9xxx, 
[2022.12.09-20.27.22:829][  0]LogDeviceProfileManager: 	[00000AC0FCF1E600][00000AC1040C7800 52] Android_PowerVR_GM9xxx_Vulkan, 
[2022.12.09-20.27.22:829][  0]LogDeviceProfileManager: 	[00000AC1040D1200][00000AC1040CA000 52] Android_TegraK1, 
[2022.12.09-20.27.22:829][  0]LogDeviceProfileManager: 	[00000AC1040D0800][00000AC1040CC800 52] Android_Unknown_Vulkan, 
[2022.12.09-20.27.22:829][  0]LogDeviceProfileManager: 	[00000AC1040D1600][00000AC1040B2800 52] Oculus_Quest, 
[2022.12.09-20.27.22:829][  0]LogDeviceProfileManager: 	[00000AC1040D1A00][00000AC1040E0000 52] Oculus_Quest2, 
[2022.12.09-20.27.22:829][  0]LogDeviceProfileManager: 	[00000AC1040D1C00][00000AC1040E5000 52] HoloLens, 
[2022.12.09-20.27.22:829][  0]LogDeviceProfileManager: Active device profile: [00000AC103593400][00000AC0FBC42800 52] WindowsEditor
[2022.12.09-20.27.22:829][  0]LogCsvProfiler: Display: Metadata set : deviceprofile="WindowsEditor"
[2022.12.09-20.27.22:829][  0]LogShaderCompilers: Display: Compiling shader autogen file: ../../../../../../Users/isaac/OneDrive/Documents/Unreal Projects/MyProject/Intermediate/ShaderAutogen/PCD3D_SM5/AutogenShaderHeaders.ush
[2022.12.09-20.27.22:830][  0]LogShaderCompilers: Display: Failed to delete old shader autogen file: ../../../../../../Users/isaac/OneDrive/Documents/Unreal Projects/MyProject/Intermediate/ShaderAutogen/PCD3D_SM5/AutogenShaderHeaders.ush
[2022.12.09-20.27.22:830][  0]LogShaderCompilers: Display: Shader autogen file written: ../../../../../../Users/isaac/OneDrive/Documents/Unreal Projects/MyProject/Intermediate/ShaderAutogen/PCD3D_SM5/AutogenShaderHeaders.ush
